type,Genotype,Population,Subpopulation,Internal_id,accessionID,KRN
GWAS population,B73xZ017E0089,BxRIL,Z017,B73xZ017E0089,NA,15.8
GWAS population,B73xZ017E0090,BxRIL,Z017,B73xZ017E0090,NA,16.2
GWAS population,B73xZ017E0091,BxRIL,Z017,B73xZ017E0091,NA,15.3
GWAS population,B73xZ017E0092,BxRIL,Z017,B73xZ017E0092,NA,17.2
GWAS population,B73xZ017E0093,BxRIL,Z017,B73xZ017E0093,NA,16.9
GWAS population,B73xZ017E0094,BxRIL,Z017,B73xZ017E0094,NA,15.8
GWAS population,B73xZ017E0100,BxRIL,Z017,B73xZ017E0100,NA,16
GWAS population,B73xZ017E0101,BxRIL,Z017,B73xZ017E0101,NA,17.5
GWAS population,B73xZ017E0104,BxRIL,Z017,B73xZ017E0104,NA,15
GWAS population,B73xZ017E0105,BxRIL,Z017,B73xZ017E0105,NA,16.7
GWAS population,B73xZ017E0107,BxRIL,Z017,B73xZ017E0107,NA,16.3
GWAS population,B73xZ017E0109,BxRIL,Z017,B73xZ017E0109,NA,15.9
GWAS population,B73xZ017E0110,BxRIL,Z017,B73xZ017E0110,NA,15.6
GWAS population,B73xZ017E0111,BxRIL,Z017,B73xZ017E0111,NA,17.1
GWAS population,B73xZ017E0112,BxRIL,Z017,B73xZ017E0112,NA,16.6
GWAS population,B73xZ017E0113,BxRIL,Z017,B73xZ017E0113,NA,16.6
GWAS population,B73xZ017E0114,BxRIL,Z017,B73xZ017E0114,NA,16
GWAS population,B73xZ017E0115,BxRIL,Z017,B73xZ017E0115,NA,19.9
GWAS population,B73xZ017E0116,BxRIL,Z017,B73xZ017E0116,NA,16.2
GWAS population,B73xZ017E0117,BxRIL,Z017,B73xZ017E0117,NA,16.5
GWAS population,B73xZ017E0118,BxRIL,Z017,B73xZ017E0118,NA,16.8
GWAS population,B73xZ017E0119,BxRIL,Z017,B73xZ017E0119,NA,16
GWAS population,B73xZ017E0120,BxRIL,Z017,B73xZ017E0120,NA,16
GWAS population,B73xZ017E0122,BxRIL,Z017,B73xZ017E0122,NA,14.5
GWAS population,B73xZ017E0123,BxRIL,Z017,B73xZ017E0123,NA,17.2
GWAS population,B73xZ017E0124,BxRIL,Z017,B73xZ017E0124,NA,15.8
GWAS population,B73xZ017E0126,BxRIL,Z017,B73xZ017E0126,NA,17
GWAS population,B73xZ017E0127,BxRIL,Z017,B73xZ017E0127,NA,16.1
GWAS population,B73xZ017E0128,BxRIL,Z017,B73xZ017E0128,NA,19.2
GWAS population,B73xZ017E0129,BxRIL,Z017,B73xZ017E0129,NA,18
GWAS population,B73xZ017E0130,BxRIL,Z017,B73xZ017E0130,NA,15.3
GWAS population,B73xZ017E0132,BxRIL,Z017,B73xZ017E0132,NA,15.3
GWAS population,B73xZ017E0133,BxRIL,Z017,B73xZ017E0133,NA,16.4
GWAS population,B73xZ017E0134,BxRIL,Z017,B73xZ017E0134,NA,17.7
GWAS population,B73xZ017E0137,BxRIL,Z017,B73xZ017E0137,NA,19.2
GWAS population,B73xZ017E0139,BxRIL,Z017,B73xZ017E0139,NA,17.2
GWAS population,B73xZ017E0141,BxRIL,Z017,B73xZ017E0141,NA,18
GWAS population,B73xZ017E0142,BxRIL,Z017,B73xZ017E0142,NA,17.1
GWAS population,B73xZ017E0144,BxRIL,Z017,B73xZ017E0144,NA,17.5
GWAS population,B73xZ017E0146,BxRIL,Z017,B73xZ017E0146,NA,17
GWAS population,B73xZ017E0147,BxRIL,Z017,B73xZ017E0147,NA,18.4
GWAS population,B73xZ017E0150,BxRIL,Z017,B73xZ017E0150,NA,14.6
GWAS population,B73xZ017E0152,BxRIL,Z017,B73xZ017E0152,NA,16.2
GWAS population,B73xZ017E0153,BxRIL,Z017,B73xZ017E0153,NA,16.6
GWAS population,B73xZ017E0154,BxRIL,Z017,B73xZ017E0154,NA,16.9
GWAS population,B73xZ017E0155,BxRIL,Z017,B73xZ017E0155,NA,16.4
GWAS population,B73xZ017E0156,BxRIL,Z017,B73xZ017E0156,NA,18.7
GWAS population,B73xZ017E0157,BxRIL,Z017,B73xZ017E0157,NA,18.4
GWAS population,B73xZ017E0160,BxRIL,Z017,B73xZ017E0160,NA,15.6
GWAS population,B73xZ017E0163,BxRIL,Z017,B73xZ017E0163,NA,17.3
GWAS population,B73xZ017E0165,BxRIL,Z017,B73xZ017E0165,NA,17.7
GWAS population,B73xZ017E0167,BxRIL,Z017,B73xZ017E0167,NA,16.3
GWAS population,B73xZ017E0168,BxRIL,Z017,B73xZ017E0168,NA,15.2
GWAS population,B73xZ017E0169,BxRIL,Z017,B73xZ017E0169,NA,17.6
GWAS population,B73xZ017E0171,BxRIL,Z017,B73xZ017E0171,NA,17.4
GWAS population,B73xZ017E0172,BxRIL,Z017,B73xZ017E0172,NA,15.2
GWAS population,B73xZ017E0173,BxRIL,Z017,B73xZ017E0173,NA,14.3
GWAS population,B73xZ017E0176,BxRIL,Z017,B73xZ017E0176,NA,16
GWAS population,B73xZ017E0177,BxRIL,Z017,B73xZ017E0177,NA,16.7
GWAS population,B73xZ017E0178,BxRIL,Z017,B73xZ017E0178,NA,15.1
GWAS population,B73xZ017E0179,BxRIL,Z017,B73xZ017E0179,NA,17.2
GWAS population,B73xZ017E0180,BxRIL,Z017,B73xZ017E0180,NA,16.3
GWAS population,B73xZ017E0181,BxRIL,Z017,B73xZ017E0181,NA,16
GWAS population,B73xZ017E0182,BxRIL,Z017,B73xZ017E0182,NA,16.6
GWAS population,B73xZ017E0186,BxRIL,Z017,B73xZ017E0186,NA,15.3
GWAS population,B73xZ017E0188,BxRIL,Z017,B73xZ017E0188,NA,15.7
GWAS population,B73xZ017E0190,BxRIL,Z017,B73xZ017E0190,NA,17.5
GWAS population,B73xZ017E0192,BxRIL,Z017,B73xZ017E0192,NA,15.4
GWAS population,B73xZ017E0195,BxRIL,Z017,B73xZ017E0195,NA,15.7
GWAS population,B73xZ017E0198,BxRIL,Z017,B73xZ017E0198,NA,16.6
GWAS population,B73xZ017E0199,BxRIL,Z017,B73xZ017E0199,NA,16.4
GWAS population,B73xZ017E0200,BxRIL,Z017,B73xZ017E0200,NA,16.3
GWAS population,B73xZ017EM0002,BxRIL,Z017,B73xZ017EM0002,NA,15.9
GWAS population,B73xZ017EM0004,BxRIL,Z017,B73xZ017EM0004,NA,15.8
GWAS population,B73xZ017EM0006,BxRIL,Z017,B73xZ017EM0006,NA,16.9
GWAS population,B73xZ017EM0026,BxRIL,Z017,B73xZ017EM0026,NA,15.8
GWAS population,B73xZ017EM0044,BxRIL,Z017,B73xZ017EM0044,NA,15.8
GWAS population,B73xZ017EM0053,BxRIL,Z017,B73xZ017EM0053,NA,16.9
GWAS population,B73xZ017EM0054,BxRIL,Z017,B73xZ017EM0054,NA,18
GWAS population,B73xZ017EM0059,BxRIL,Z017,B73xZ017EM0059,NA,16.8
GWAS population,B73xZ017EM0064,BxRIL,Z017,B73xZ017EM0064,NA,15.8
GWAS population,B73xZ017EM0065,BxRIL,Z017,B73xZ017EM0065,NA,18.2
GWAS population,B73xZ017EM0069,BxRIL,Z017,B73xZ017EM0069,NA,15.8
GWAS population,B73xZ017EM0070,BxRIL,Z017,B73xZ017EM0070,NA,14.8
GWAS population,B73xZ017EM0071,BxRIL,Z017,B73xZ017EM0071,NA,17
GWAS population,B73xZ017EM0078,BxRIL,Z017,B73xZ017EM0078,NA,16.8
GWAS population,B73xZ017EM0080,BxRIL,Z017,B73xZ017EM0080,NA,15.7
GWAS population,B73xZ017EM0081,BxRIL,Z017,B73xZ017EM0081,NA,15.9
GWAS population,B73xZ017EM0084,BxRIL,Z017,B73xZ017EM0084,NA,15.7
GWAS population,B73xZ017EM0086,BxRIL,Z017,B73xZ017EM0086,NA,16.9
GWAS population,B73xZ017EM0090,BxRIL,Z017,B73xZ017EM0090,NA,17.6
GWAS population,B73xZ017EM0091,BxRIL,Z017,B73xZ017EM0091,NA,16.1
GWAS population,B73xZ017EM0096,BxRIL,Z017,B73xZ017EM0096,NA,16.2
GWAS population,B73xZ017EM0097,BxRIL,Z017,B73xZ017EM0097,NA,15.1
GWAS population,B73xZ017EM0100,BxRIL,Z017,B73xZ017EM0100,NA,14.3
GWAS population,B73xZ017EM0103,BxRIL,Z017,B73xZ017EM0103,NA,15.5
GWAS population,B73xZ017EM0104,BxRIL,Z017,B73xZ017EM0104,NA,16
GWAS population,B73xZ017EM0107,BxRIL,Z017,B73xZ017EM0107,NA,15.1
GWAS population,B73xZ017EM0109,BxRIL,Z017,B73xZ017EM0109,NA,15.5
GWAS population,B73xZ017EM0110,BxRIL,Z017,B73xZ017EM0110,NA,16.9
GWAS population,B73xZ017EM0113,BxRIL,Z017,B73xZ017EM0113,NA,19.1
GWAS population,B73xZ017EM0115,BxRIL,Z017,B73xZ017EM0115,NA,16.1
GWAS population,B73xZ017EM0117,BxRIL,Z017,B73xZ017EM0117,NA,16
GWAS population,B73xZ017EM0120,BxRIL,Z017,B73xZ017EM0120,NA,18.8
GWAS population,B73xZ017EM0121,BxRIL,Z017,B73xZ017EM0121,NA,17.2
GWAS population,B73xZ017EM0122,BxRIL,Z017,B73xZ017EM0122,NA,16.8
GWAS population,B73xZ017EM0124,BxRIL,Z017,B73xZ017EM0124,NA,17.2
GWAS population,B73xZ017EM0126,BxRIL,Z017,B73xZ017EM0126,NA,14.8
GWAS population,B73xZ017EM0129,BxRIL,Z017,B73xZ017EM0129,NA,16.2
GWAS population,B73xZ017EM0130,BxRIL,Z017,B73xZ017EM0130,NA,16.7
GWAS population,B73xZ017EM0131,BxRIL,Z017,B73xZ017EM0131,NA,15.7
GWAS population,B73xZ017EM0132,BxRIL,Z017,B73xZ017EM0132,NA,15.5
GWAS population,B73xZ017EM0133,BxRIL,Z017,B73xZ017EM0133,NA,16.6
GWAS population,B73xZ017EM0138,BxRIL,Z017,B73xZ017EM0138,NA,14.9
GWAS population,B73xZ017EM0142,BxRIL,Z017,B73xZ017EM0142,NA,17.4
GWAS population,B73xZ017EM0144,BxRIL,Z017,B73xZ017EM0144,NA,16
GWAS population,B73xZ017EM0147,BxRIL,Z017,B73xZ017EM0147,NA,15.5
GWAS population,B73xZ017EM0149,BxRIL,Z017,B73xZ017EM0149,NA,18.7
GWAS population,B73xZ017EM0150,BxRIL,Z017,B73xZ017EM0150,NA,16
GWAS population,B73xZ017EM0152,BxRIL,Z017,B73xZ017EM0152,NA,16.5
GWAS population,B73xZ017EM0155,BxRIL,Z017,B73xZ017EM0155,NA,15.2
GWAS population,B73xZ017EM0156,BxRIL,Z017,B73xZ017EM0156,NA,18.6
GWAS population,B73xZ017EM0157,BxRIL,Z017,B73xZ017EM0157,NA,17
GWAS population,B73xZ017EM0160,BxRIL,Z017,B73xZ017EM0160,NA,17.5
GWAS population,B73xZ017EM0160A,BxRIL,Z017,B73xZ017EM0160A,NA,16.9
GWAS population,B73xZ017EM0162A,BxRIL,Z017,B73xZ017EM0162A,NA,17.9
GWAS population,B73xZ017EM0165,BxRIL,Z017,B73xZ017EM0165,NA,17.8
GWAS population,B73xZ017EM0166,BxRIL,Z017,B73xZ017EM0166,NA,14.7
GWAS population,B73xZ017EM0167,BxRIL,Z017,B73xZ017EM0167,NA,16.6
GWAS population,B73xZ017EM0168,BxRIL,Z017,B73xZ017EM0168,NA,18.2
GWAS population,B73xZ017EM0173,BxRIL,Z017,B73xZ017EM0173,NA,16.9
GWAS population,B73xZ017EM0174,BxRIL,Z017,B73xZ017EM0174,NA,15.2
GWAS population,B73xZ017EM0177,BxRIL,Z017,B73xZ017EM0177,NA,17
GWAS population,B73xZ017EM0178,BxRIL,Z017,B73xZ017EM0178,NA,17.8
GWAS population,B73xZ017EM0179,BxRIL,Z017,B73xZ017EM0179,NA,15.3
GWAS population,B73xZ017EM0180,BxRIL,Z017,B73xZ017EM0180,NA,16.2
GWAS population,B73xZ017EM0187,BxRIL,Z017,B73xZ017EM0187,NA,17.9
GWAS population,B73xZ017EM0189,BxRIL,Z017,B73xZ017EM0189,NA,17.9
GWAS population,B73xZ017EM0191,BxRIL,Z017,B73xZ017EM0191,NA,16
GWAS population,B73xZ017EM0195,BxRIL,Z017,B73xZ017EM0195,NA,16.2
GWAS population,B73xZ017EM0196,BxRIL,Z017,B73xZ017EM0196,NA,17.7
GWAS population,B73xZ017EM0197,BxRIL,Z017,B73xZ017EM0197,NA,17.2
GWAS population,B73xZ017EM0198,BxRIL,Z017,B73xZ017EM0198,NA,15.9
GWAS population,B73xZ017EM0199,BxRIL,Z017,B73xZ017EM0199,NA,14.1
GWAS population,B73xZ017EM0200,BxRIL,Z017,B73xZ017EM0200,NA,16.4
GWAS population,B73xZ017EM0201,BxRIL,Z017,B73xZ017EM0201,NA,18.4
GWAS population,B73xZ017EM0203,BxRIL,Z017,B73xZ017EM0203,NA,16.7
GWAS population,B73xZ017EM0204,BxRIL,Z017,B73xZ017EM0204,NA,15.4
GWAS population,B73xZ017EM0205,BxRIL,Z017,B73xZ017EM0205,NA,15.5
GWAS population,B73xZ017EM0206,BxRIL,Z017,B73xZ017EM0206,NA,16.7
GWAS population,B73xZ017EM0208,BxRIL,Z017,B73xZ017EM0208,NA,18.2
GWAS population,B73xZ017EM0209,BxRIL,Z017,B73xZ017EM0209,NA,17.8
GWAS population,B73xZ017EM0212,BxRIL,Z017,B73xZ017EM0212,NA,15.8
GWAS population,B73xZ017EM0213,BxRIL,Z017,B73xZ017EM0213,NA,16.4
GWAS population,B73xZ017EM0214,BxRIL,Z017,B73xZ017EM0214,NA,16.2
GWAS population,B73xZ017EM0216,BxRIL,Z017,B73xZ017EM0216,NA,16
GWAS population,B73xZ017EM0217,BxRIL,Z017,B73xZ017EM0217,NA,17.8
GWAS population,B73xZ017EM0220,BxRIL,Z017,B73xZ017EM0220,NA,17.5
GWAS population,B73xZ017EM0222,BxRIL,Z017,B73xZ017EM0222,NA,17.4
GWAS population,B73xZ017EM0223,BxRIL,Z017,B73xZ017EM0223,NA,17
GWAS population,B73xZ017EM0230,BxRIL,Z017,B73xZ017EM0230,NA,14.6
GWAS population,B73xZ017EM0232,BxRIL,Z017,B73xZ017EM0232,NA,17
GWAS population,B73xZ017EM0233,BxRIL,Z017,B73xZ017EM0233,NA,17.2
GWAS population,B73xZ017EM0234,BxRIL,Z017,B73xZ017EM0234,NA,18.1
GWAS population,B73xZ017EM0235,BxRIL,Z017,B73xZ017EM0235,NA,16.7
GWAS population,B73xZ017EM0236,BxRIL,Z017,B73xZ017EM0236,NA,14.9
GWAS population,B73xZ017EM0238,BxRIL,Z017,B73xZ017EM0238,NA,16.8
GWAS population,B73xZ017EM0239,BxRIL,Z017,B73xZ017EM0239,NA,18.9
GWAS population,B73xZ017EM0240,BxRIL,Z017,B73xZ017EM0240,NA,16.2
GWAS population,B73xZ017EM0241,BxRIL,Z017,B73xZ017EM0241,NA,16.6
GWAS population,B73xZ017EM0244,BxRIL,Z017,B73xZ017EM0244,NA,16.4
GWAS population,B73xZ017EM0245,BxRIL,Z017,B73xZ017EM0245,NA,17.4
GWAS population,B73xZ017EM0249,BxRIL,Z017,B73xZ017EM0249,NA,17.1
GWAS population,B73xZ017EM0251,BxRIL,Z017,B73xZ017EM0251,NA,16.2
GWAS population,B73xZ017EM0252,BxRIL,Z017,B73xZ017EM0252,NA,18.3
GWAS population,B73xZ017EM0254,BxRIL,Z017,B73xZ017EM0254,NA,16.6
GWAS population,B73xZ017EM0257,BxRIL,Z017,B73xZ017EM0257,NA,16
GWAS population,B73xZ017EM0258,BxRIL,Z017,B73xZ017EM0258,NA,16.7
GWAS population,B73xZ017EM0259,BxRIL,Z017,B73xZ017EM0259,NA,15.7
GWAS population,B73xZ017EM0260,BxRIL,Z017,B73xZ017EM0260,NA,15.9
GWAS population,B73xZ017EM0273,BxRIL,Z017,B73xZ017EM0273,NA,18.4
GWAS population,B73xZ017EM0280,BxRIL,Z017,B73xZ017EM0280,NA,16.4
GWAS population,B73xZ017EM0282,BxRIL,Z017,B73xZ017EM0282,NA,15.8
GWAS population,B73xZ017EM0283,BxRIL,Z017,B73xZ017EM0283,NA,16.1
GWAS population,B73xZ017EM0285,BxRIL,Z017,B73xZ017EM0285,NA,14.3
GWAS population,B73xZ017EM0289,BxRIL,Z017,B73xZ017EM0289,NA,15.6
GWAS population,B73xZ017EM0290,BxRIL,Z017,B73xZ017EM0290,NA,17.2
GWAS population,B73xZ017EM0291,BxRIL,Z017,B73xZ017EM0291,NA,17.7
GWAS population,B73xZ017EM0293,BxRIL,Z017,B73xZ017EM0293,NA,14.9
GWAS population,B73xZ017EM0294,BxRIL,Z017,B73xZ017EM0294,NA,16.1
GWAS population,B73xZ017EM0295,BxRIL,Z017,B73xZ017EM0295,NA,16.3
GWAS population,B73xZ017EM0300,BxRIL,Z017,B73xZ017EM0300,NA,16
GWAS population,B73xZ017EM0306,BxRIL,Z017,B73xZ017EM0306,NA,17.3
GWAS population,B73xZ017EM0312,BxRIL,Z017,B73xZ017EM0312,NA,15.8
GWAS population,B73xZ017EM0320,BxRIL,Z017,B73xZ017EM0320,NA,16.7
GWAS population,B73xZ017EM0324,BxRIL,Z017,B73xZ017EM0324,NA,15.2
GWAS population,B73xZ017EM0327,BxRIL,Z017,B73xZ017EM0327,NA,16.3
GWAS population,B73xZ017EM0331,BxRIL,Z017,B73xZ017EM0331,NA,16.9
GWAS population,B73xZ017EM0334,BxRIL,Z017,B73xZ017EM0334,NA,17.2
GWAS population,B73xZ017EM0339,BxRIL,Z017,B73xZ017EM0339,NA,18.1
GWAS population,B73xZ017EM0348,BxRIL,Z017,B73xZ017EM0348,NA,16.3
GWAS population,B73xZ017EM0350,BxRIL,Z017,B73xZ017EM0350,NA,15
GWAS population,B73xZ017EM0353,BxRIL,Z017,B73xZ017EM0353,NA,16.4
GWAS population,B73xZ017EM0358,BxRIL,Z017,B73xZ017EM0358,NA,17.2
GWAS population,B73xZ017EM0370,BxRIL,Z017,B73xZ017EM0370,NA,18.1
GWAS population,B73xZ017EM0375,BxRIL,Z017,B73xZ017EM0375,NA,15.7
GWAS population,B73xZ017EM0376,BxRIL,Z017,B73xZ017EM0376,NA,15.9
GWAS population,B73xZ017EM0377,BxRIL,Z017,B73xZ017EM0377,NA,17.7
GWAS population,B73xZ018E0027,BxRIL,Z018,B73xZ018E0027,NA,19
GWAS population,B73xZ018E0030,BxRIL,Z018,B73xZ018E0030,NA,17.3
GWAS population,B73xZ018E0032,BxRIL,Z018,B73xZ018E0032,NA,16.8
GWAS population,B73xZ018E0039,BxRIL,Z018,B73xZ018E0039,NA,17
GWAS population,B73xZ018E0042,BxRIL,Z018,B73xZ018E0042,NA,17.3
GWAS population,B73xZ018E0049,BxRIL,Z018,B73xZ018E0049,NA,19
GWAS population,B73xZ018E0053,BxRIL,Z018,B73xZ018E0053,NA,16.7
GWAS population,B73xZ018E0061,BxRIL,Z018,B73xZ018E0061,NA,16
GWAS population,B73xZ018E0077,BxRIL,Z018,B73xZ018E0077,NA,17
GWAS population,B73xZ018E0078,BxRIL,Z018,B73xZ018E0078,NA,19.6
GWAS population,B73xZ018E0096,BxRIL,Z018,B73xZ018E0096,NA,17.7
GWAS population,B73xZ018E0114,BxRIL,Z018,B73xZ018E0114,NA,16.3
GWAS population,B73xZ018E0121,BxRIL,Z018,B73xZ018E0121,NA,15
GWAS population,B73xZ018E0122,BxRIL,Z018,B73xZ018E0122,NA,15.2
GWAS population,B73xZ018E0130,BxRIL,Z018,B73xZ018E0130,NA,16.7
GWAS population,B73xZ018E0138,BxRIL,Z018,B73xZ018E0138,NA,17.7
GWAS population,B73xZ018E0139,BxRIL,Z018,B73xZ018E0139,NA,14.3
GWAS population,B73xZ018E0148,BxRIL,Z018,B73xZ018E0148,NA,17.7
GWAS population,B73xZ018E0150,BxRIL,Z018,B73xZ018E0150,NA,19.3
GWAS population,B73xZ018E0158,BxRIL,Z018,B73xZ018E0158,NA,16.7
GWAS population,B73xZ018E0160,BxRIL,Z018,B73xZ018E0160,NA,18
GWAS population,B73xZ018E0163,BxRIL,Z018,B73xZ018E0163,NA,18
GWAS population,B73xZ018E0164,BxRIL,Z018,B73xZ018E0164,NA,17.3
GWAS population,B73xZ018E0171,BxRIL,Z018,B73xZ018E0171,NA,17.2
GWAS population,B73xZ018E0172,BxRIL,Z018,B73xZ018E0172,NA,19.3
GWAS population,B73xZ018E0173,BxRIL,Z018,B73xZ018E0173,NA,19
GWAS population,B73xZ018E0177,BxRIL,Z018,B73xZ018E0177,NA,16.7
GWAS population,B73xZ018E0179,BxRIL,Z018,B73xZ018E0179,NA,15.3
GWAS population,B73xZ019E0004,BxRIL,Z019,B73xZ019E0004,NA,18.7
GWAS population,B73xZ019E0006,BxRIL,Z019,B73xZ019E0006,NA,17.3
GWAS population,B73xZ019E0011,BxRIL,Z019,B73xZ019E0011,NA,16
GWAS population,B73xZ019E0069,BxRIL,Z019,B73xZ019E0069,NA,17
GWAS population,B73xZ019E0111,BxRIL,Z019,B73xZ019E0111,NA,16.3
GWAS population,B73xZ019E0119,BxRIL,Z019,B73xZ019E0119,NA,16.7
GWAS population,B73xZ019E0124,BxRIL,Z019,B73xZ019E0124,NA,17.3
GWAS population,B73xZ019E0125,BxRIL,Z019,B73xZ019E0125,NA,16.7
GWAS population,B73xZ019E0138,BxRIL,Z019,B73xZ019E0138,NA,18.7
GWAS population,B73xZ019E0170,BxRIL,Z019,B73xZ019E0170,NA,16.5
GWAS population,B73xZ019E0177,BxRIL,Z019,B73xZ019E0177,NA,16.8
GWAS population,B73xZ019E0178,BxRIL,Z019,B73xZ019E0178,NA,15
GWAS population,B73xZ019E0194,BxRIL,Z019,B73xZ019E0194,NA,17.2
GWAS population,B73xZ020E0009,BxRIL,Z020,B73xZ020E0009,NA,16
GWAS population,B73xZ020E0012,BxRIL,Z020,B73xZ020E0012,NA,15.3
GWAS population,B73xZ020E0015,BxRIL,Z020,B73xZ020E0015,NA,16.7
GWAS population,B73xZ020E0019,BxRIL,Z020,B73xZ020E0019,NA,18
GWAS population,B73xZ020E0025,BxRIL,Z020,B73xZ020E0025,NA,15.3
GWAS population,B73xZ020E0027,BxRIL,Z020,B73xZ020E0027,NA,16.3
GWAS population,B73xZ020E0029,BxRIL,Z020,B73xZ020E0029,NA,16
GWAS population,B73xZ020E0032,BxRIL,Z020,B73xZ020E0032,NA,16
GWAS population,B73xZ020E0034,BxRIL,Z020,B73xZ020E0034,NA,17.7
GWAS population,B73xZ020E0038,BxRIL,Z020,B73xZ020E0038,NA,17.3
GWAS population,B73xZ020E0041,BxRIL,Z020,B73xZ020E0041,NA,17
GWAS population,B73xZ020E0043,BxRIL,Z020,B73xZ020E0043,NA,15
GWAS population,B73xZ020E0047,BxRIL,Z020,B73xZ020E0047,NA,16.3
GWAS population,B73xZ020E0049,BxRIL,Z020,B73xZ020E0049,NA,14.3
GWAS population,B73xZ020E0050,BxRIL,Z020,B73xZ020E0050,NA,17.7
GWAS population,B73xZ020E0056,BxRIL,Z020,B73xZ020E0056,NA,19.6
GWAS population,B73xZ020E0057,BxRIL,Z020,B73xZ020E0057,NA,19
GWAS population,B73xZ020E0059,BxRIL,Z020,B73xZ020E0059,NA,18
GWAS population,B73xZ020E0062,BxRIL,Z020,B73xZ020E0062,NA,15.3
GWAS population,B73xZ020E0069,BxRIL,Z020,B73xZ020E0069,NA,15.3
GWAS population,B73xZ020E0075,BxRIL,Z020,B73xZ020E0075,NA,18
GWAS population,B73xZ020E0090,BxRIL,Z020,B73xZ020E0090,NA,18
GWAS population,B73xZ020E0099,BxRIL,Z020,B73xZ020E0099,NA,16
GWAS population,B73xZ020E0103,BxRIL,Z020,B73xZ020E0103,NA,16.7
GWAS population,B73xZ020E0106,BxRIL,Z020,B73xZ020E0106,NA,16
GWAS population,B73xZ020E0117,BxRIL,Z020,B73xZ020E0117,NA,17.7
GWAS population,B73xZ020E0120,BxRIL,Z020,B73xZ020E0120,NA,20
GWAS population,B73xZ020E0122,BxRIL,Z020,B73xZ020E0122,NA,17.3
GWAS population,B73xZ020E0152,BxRIL,Z020,B73xZ020E0152,NA,15
GWAS population,B73xZ020E0155,BxRIL,Z020,B73xZ020E0155,NA,17.3
GWAS population,B73xZ020E0159,BxRIL,Z020,B73xZ020E0159,NA,17
GWAS population,B73xZ021E0025,BxRIL,Z021,B73xZ021E0025,NA,16.3
GWAS population,B73xZ021E0028,BxRIL,Z021,B73xZ021E0028,NA,18.5
GWAS population,B73xZ021E0034,BxRIL,Z021,B73xZ021E0034,NA,16.3
GWAS population,B73xZ021E0040,BxRIL,Z021,B73xZ021E0040,NA,16.3
GWAS population,B73xZ021E0050,BxRIL,Z021,B73xZ021E0050,NA,17.3
GWAS population,B73xZ021E0051,BxRIL,Z021,B73xZ021E0051,NA,15.7
GWAS population,B73xZ021E0052,BxRIL,Z021,B73xZ021E0052,NA,16.3
GWAS population,B73xZ021E0053,BxRIL,Z021,B73xZ021E0053,NA,13.7
GWAS population,B73xZ021E0054,BxRIL,Z021,B73xZ021E0054,NA,18
GWAS population,B73xZ021E0057,BxRIL,Z021,B73xZ021E0057,NA,16.7
GWAS population,B73xZ021E0066,BxRIL,Z021,B73xZ021E0066,NA,15
GWAS population,B73xZ021E0082,BxRIL,Z021,B73xZ021E0082,NA,16
GWAS population,B73xZ021E0088,BxRIL,Z021,B73xZ021E0088,NA,14.7
GWAS population,B73xZ021E0090,BxRIL,Z021,B73xZ021E0090,NA,14.7
GWAS population,B73xZ021E0096,BxRIL,Z021,B73xZ021E0096,NA,16.7
GWAS population,B73xZ021E0130,BxRIL,Z021,B73xZ021E0130,NA,16.7
GWAS population,B73xZ021E0146,BxRIL,Z021,B73xZ021E0146,NA,15.3
GWAS population,B73xZ021E0147,BxRIL,Z021,B73xZ021E0147,NA,18.7
GWAS population,B73xZ021E0152,BxRIL,Z021,B73xZ021E0152,NA,17.3
GWAS population,B73xZ021E0161,BxRIL,Z021,B73xZ021E0161,NA,19
GWAS population,B73xZ021E0169,BxRIL,Z021,B73xZ021E0169,NA,16.3
GWAS population,B73xZ021E0178,BxRIL,Z021,B73xZ021E0178,NA,16
GWAS population,B73xZ021E0181,BxRIL,Z021,B73xZ021E0181,NA,16.3
GWAS population,B73xZ021E0192,BxRIL,Z021,B73xZ021E0192,NA,14
GWAS population,B73xZ021E0195,BxRIL,Z021,B73xZ021E0195,NA,16.3
GWAS population,B73xZ022E0003,BxRIL,Z022,B73xZ022E0003,NA,16.5
GWAS population,B73xZ022E0006,BxRIL,Z022,B73xZ022E0006,NA,17.3
GWAS population,B73xZ022E0007,BxRIL,Z022,B73xZ022E0007,NA,17
GWAS population,B73xZ022E0012,BxRIL,Z022,B73xZ022E0012,NA,16.7
GWAS population,B73xZ022E0016,BxRIL,Z022,B73xZ022E0016,NA,15.6
GWAS population,B73xZ022E0115,BxRIL,Z022,B73xZ022E0115,NA,16.7
GWAS population,B73xZ023E0017,BxRIL,Z023,B73xZ023E0017,NA,19.3
GWAS population,B73xZ023E0044,BxRIL,Z023,B73xZ023E0044,NA,17.3
GWAS population,B73xZ023E0056,BxRIL,Z023,B73xZ023E0056,NA,15.5
GWAS population,B73xZ023E0085,BxRIL,Z023,B73xZ023E0085,NA,19
GWAS population,B73xZ024E0004,BxRIL,Z024,B73xZ024E0004,NA,17
GWAS population,B73xZ024E0008,BxRIL,Z024,B73xZ024E0008,NA,16
GWAS population,B73xZ024E0009,BxRIL,Z024,B73xZ024E0009,NA,17.5
GWAS population,B73xZ024E0017,BxRIL,Z024,B73xZ024E0017,NA,17.3
GWAS population,B73xZ024E0033,BxRIL,Z024,B73xZ024E0033,NA,15.2
GWAS population,B73xZ024E0044,BxRIL,Z024,B73xZ024E0044,NA,17.3
