<Trait>	20KernelWeight	CobColor	CobDiameter	CobDiameter	CobWeight	CobWeight	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	EarDiameter	EarDiameter	EarLength	EarLength	EarRankNumber	EarRankNumber	EarRowNumber	EarRowNumber	EarWeight	EarWeight	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	HerbicideSensitivity	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafSheathLength	LeafWidth-BorderPlant	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	NorthernLeafBlight-IncubationPeriod	NorthernLeafBlight(Percentage)	NorthernLeafBlight(Percentage)	NorthernLeafBlight	NumberofLeaves	NumberofTilleringPlants	NumberofTilleringPlants	Phylotaxy	RowQuality	RowQuality	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SeedSetLength	Spikelets-MainSpike	Spikelets-MainSpike	Spikelets-PrimaryBranch	Spikelets-PrimaryBranch	StandCount	StandCount	StandCount	StandCount	StandCount	StandCount	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselSterility	TilleringIndex-BorderPlant	TilleringIndex	TilleringIndex	TilleringIndex	TilleringIndex	TotalKernelVolume	TotalKernelVolume	UpperLeafAngle-BorderPlant	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle
B14A	4.865	0	24	23.6675	18	14.81	76	-999	73.5	58	80	71	71	88	65	-999	76	100	68.5	-999	79	69	69	84	63	-999	25	33.8075	181	149.785	22	-999	10	12.5	60	-999	9	5	8	5	-999	4	4	-999	770	811	780.5	697	722	860	863	827	921	144	91	95	74	74.75	61.5	74	95	76	103	91	265.5	272	239.5	193	-999	204	209	172	-999	75	60	-999	60	-999	-999	-999	-999	-999	3	4.5	0	-999	200	1	2	2	0	-999	2	-999	133	26	19	17	18	5.5	9	12	8	-999	-999	196	242	-999	226	332	351.5	319.5	260	-999	310	304	285	8.5	6	4.5	3	5	9	7	6	-999	0	0	0	0	-999	50	-999	15	40	65	15	5	65	45	15	35	30
B164	-999	0	24	-999	17	-999	74	94	69	51	78	71	71	81	61	-999	74	87	67	49	74	68	71	78	60	-999	40	-999	172	-999	16	-999	14	-999	67	-999	9	5	12	6	-999	6	7	-999	713	720	769.75	-999	743	744	666	781	728	140	83	89	78	81.5	-999	76	80	74	96	83	190	227	210	-999	205	199	220	214	-999	70	80	-999	67.5	-999	-999	-999	-999	-999	4	4.5	0	-999	257.5	2	3	-999	2	-999	2	-999	135	28	42	18	18	4	6	14	7	-999	-999	-999	234	-999	230	274	310	304.5	-999	291	287	328	320.5	15	13	-999	-999	14	14	17	19	-999	0	-999	0.5	0	-999	70	-999	60	55	60	55	55	75	37.5	55	65	65
B2	-999	-999	-999	30.245	-999	31.06	84	94	68	51	83	68	72	85	64	-999	84	92	66.5	50	81	65	72	85	63	-999	-999	-999	-999	152.16	-999	-999	-999	-999	-999	-999	2	4	9	5	-999	1	8	-999	765	817	874.25	628	910	716	815	905	911	164	84	87	90	101.25	61	87	82	90	98	107	264	340	302	213	255	265	311	317	-999	62.5	67.5	-999	55	-999	-999	-999	-999	-999	3	4.5	0	-999	237.5	2	3	-999	2	-999	0	-999	-999	30	24	10	16	6	8	9	7	-999	-999	-999	276	-999	186	373	472	389.5	290	310	341	401	465	13	16	11.5	6	9	7	10	6	-999	0	-999	0.5	0	-999	-999	-999	-999	67.5	75	67.5	60	50	80	75	60	60
B37	5.6	-999	-999	23.9275	-999	15.175	81	93	73.5	59	85	73	76	88	72	-999	77	92	70	57	78	70	71	83	70	-999	-999	41.43	-999	148.1925	-999	23.25	-999	14.5	-999	64.925	1	5	11.5	5	-999	2	2	-999	599	734	638.25	602	631	640	678	737	716	121	88	93	91	85.5	76.5	91	78	80	92	86	261	270	217.5	168	264	183	228	-999	-999	65	72.5	-999	70	-999	-999	-999	-999	-999	2	3	0	-999	-999	1	3	-999	1	-999	2	-999	-999	27	26	19	13	7.5	9	-999	7	-999	-999	-999	212	-999	142	290	311	291.5	247	329	246	294	-999	6	7	7.5	5	7	6	8	8.5	-999	0	-999	1	0	-999	-999	73.75	70	65	55	60	45	60	75	70	55	60
B46	5.98	-999	-999	27.4675	-999	30.1175	81	90	73.5	53	80	71	72	81	70	-999	79	87	69.5	-999	78	70	72	79	67	-999	-999	-999	-999	171.6075	-999	-999	-999	-999	-999	-999	12	7	8.5	3	-999	4	4	-999	721	823	680.5	614	700	808	695	745	730	157	-999	102	80	80.75	73	91	111	91	121	107	250	248	204.5	-999	-999	187	204	249	-999	60	62.5	-999	65	-999	-999	-999	-999	-999	3	4.5	0	-999	115	1	3	0	0	-999	1	-999	-999	38	23	17	24	6	5	7	4	-999	-999	146	228	-999	186	324.5	333	280	-999	-999	257	298	379	9.5	8	6	5	9	6	12	13	-999	0	-999	1	0	-999	-999	-999	75	57.5	50	52.5	15	60	40	50	55	60
B52	3.3125	-999	-999	30.0375	-999	24.185	86	-999	74	55	83	72	76	84	68	-999	88	-999	80.5	55	80	72	77	83	67	-999	-999	39.5275	-999	189.675	-999	27	-999	18	-999	65.0625	15	9	12	5	-999	10	8	-999	711	666	702.25	663	637	747	714	798	896	152	109	103	75	91.25	73	95	86	86	85	87	303	283	263	237	331	278	303	285	-999	72.5	62.5	-999	75	-999	-999	-999	-999	-999	3	5	9	-999	-999	2	2	-999	2	2	2	-999	-999	34	21	18	15	7	8	10	7	-999	-999	-999	198	202	233	387	332.5	395	305	385.5	369	394	439	6	3	7.5	4	3.5	4	9	8	1	2	1	0	0	-999	-999	98.75	65	72.5	70	62.5	55	65	70	65	60	-999
B57	-999	0	34	25.7775	29	19.435	78	90	72.5	52	82	68	70	88	68	-999	76	87	71	51	81	67	70	83	66	-999	45	38.175	145	124.365	29	22.75	14	13.75	102	-999	13	3	11	5	-999	4	3	-999	686	835	739.5	609	821	-999	758	825	697	138	82	92	81	83	65	69	-999	91	85	94	205	238	205.5	185	-999	152	211	176	-999	55	57.5	-999	45	-999	-999	-999	-999	-999	3	5	0	-999	197.5	2	3	-999	5	-999	3	-999	129	17	23	12	19	7	6	8	6	-999	-999	-999	168	-999	136	353	362	328	271	-999	270	338	301	17	26	18	17	17	25	22	14	-999	0	-999	0.5	0	-999	100	-999	-999	60	55	47.5	55	50	62.5	45	45	50
B64	-999	0	30	26.49	-999	14.505	65	77	60.5	45	64	60	58	69	54	-999	65	76	58.5	45	64	58	56	68	53	-999	43	35.545	116	121.0825	20	14.75	16	12.75	90	-999	18	8	10.5	5	-999	9	4	-999	651	786	689.25	548	558	774	590	601	694	136	-999	62	70	61.75	47	52	83	64	56	73	234.5	256.5	180.5	212	175	195	228	165	-999	55	47.5	-999	50	-999	-999	-999	-999	-999	6	5	0	-999	145	2	1	0	0	0	2	-999	96	8	19	19	24	7	8	13	5	-999	-999	206	184	114	158	282	295	211	252	210	256	278	258	6	5	3.5	2	4.5	8	0	6	-999	0	-999	0	0	-999	100	-999	10	40	-999	5	5	-999	-999	5	5	5
B68	-999	0	32	25.385	20	22.12	84	-999	76.5	62	90	72	73	90	77	-999	84	106	73	-999	82	71	70	89	69	-999	40	-999	150	188.95	18	-999	17	-999	40	-999	8	8	10	5	-999	6	4	-999	753	839	824	832	947	847	863	862	956	134	84	81	90	74.5	77	65	79	77	80	92	303	269.5	237	192	-999	194	245	276	-999	67.5	60	-999	50	-999	-999	-999	-999	-999	3	5	0	-999	-999	2	2	-999	0	-999	3	-999	117	25	20	19	13	6	9	15	6	-999	-999	-999	220	-999	202	371	335.5	335	276	-999	338	332	360	10	6.5	10.33333333	7	9	14	10	11	1	0	0	0	0	-999	110	-999	10	32.5	70	40	5	60	50	25	40	25
B73	4.420333333	-999	-999	29.70683333	-999	24.18966667	79.13333333	-999	72.03333333	-999	81.22222222	70.86666667	-999	81.6	64.6	-999	78.4	-999	70.96666667	-999	79	69.33333333	70.86666667	80.86666667	63.8	-999	-999	-999	-999	152.09	-999	-999	-999	-999	-999	-999	13.6	7.333333333	10.43333333	5.133333333	-999	7.733333333	6.2	-999	707.0666667	-999	779.4166667	-999	-999	755.25	793.6666667	802.6666667	819.5882353	129.0666667	88.5	90.86666667	-999	88.21666667	75.84615385	-999	87.625	86.26666667	97.53333333	104.6470588	220.9473684	243.3076923	231.7666667	-999	-999	196.2222222	228.7333333	238.6470588	-999	65.86206897	65	-999	68.18181818	-999	-999	-999	-999	-999	4.666666667	5	1.111111111	-999	173.3333333	2.066666667	2.6	1.75	1	1	1.777777778	1.5	-999	26.28571429	-999	13.42857143	-999	7	6.928571429	7.666666667	5.533333333	-999	-999	199	219.6	121	189.4444444	307.2105263	325.7307692	312.9	-999	-999	285.8888889	322	328.1176471	7.789473684	6.076923077	6	-999	-999	7.555555556	6.866666667	8.588235294	1	0.222222222	0.142857143	0.2	0.066666667	-999	-999	-999	79.375	81.5	75.71428571	78.33333333	59.375	-999	78	80	77	78.07692308
B73Htrhm	4.0625	-999	-999	28.3875	-999	26.725	78	107	72	56	81	71	73	80	63	-999	78	107	71	53	79	69	73	80	62	-999	-999	43.465	-999	156.9325	-999	31.75	-999	17.75	-999	98.485	11	11	9	5	-999	8	6	-999	641	619	729	665.5	683	798	773	654	722	117	84	95	62	81	76.5	79	83	78	86	105	234	196	232	141	260	134	236	238	-999	70	72.5	-999	62.5	-999	-999	-999	-999	-999	3	5	0	-999	-999	2	2	1	0	-999	2	2	-999	32	36	19	-999	6.5	3	14	8	-999	-999	252	134	-999	126	311	248.5	308	204	324	227	324	343	7	3.5	5	4	6	6	5	8	-999	0	1	0	0	-999	-999	100	75	77.5	80	75	60	75	75	80	85	85
B75	6.6025	-999	-999	24.5925	-999	16.6175	76	96	70.5	53	79	72	70	82	63	-999	76	90	68	52	75	68	70	77	62	-999	-999	37.2425	-999	133.105	-999	19.75	-999	14	-999	80.5675	15	11	10.5	6	-999	8	3	-999	684	633	678.25	514	729	783	677	768	763	149	114	88	77	92.25	65	95	98	86	104	96	340.5	330.5	344.5	195	321	250	408	294.5	-999	37.5	67.5	-999	50	-999	-999	-999	-999	-999	3	4.5	0	-999	-999	1	2	0	0	-999	2	-999	-999	19	24	14	26	6	5	13	4	-999	-999	216	264	-999	166	349	364.5	367	224	354	283	409	393	2	2	1.5	2	2	2	1	2	-999	0	0	0.5	0	-999	-999	87.5	55	55	50	40	20	65	30	40	35	55
B76	6.6	-999	-999	26.8975	-999	13.1375	81	-999	72.5	56	75	67	72	76	64	-999	76	-999	70.5	-999	76	66	72	77	63	-999	-999	41.825	-999	126.9075	-999	18	-999	13.5	-999	60.1375	1	1	7.5	4	-999	2	8	-999	607	-999	531	577	685	-999	583	645	695	108	-999	91	-999	70.5	85	89	-999	87	89	71	225	237	241	185	-999	195	234	268	-999	-999	42.5	-999	45	-999	-999	-999	-999	-999	5	5	0	-999	217.5	3	3	-999	0	-999	2	-999	-999	30	22	18	18	6	4	12	5	-999	-999	-999	192	-999	198	302	298.5	305	256	-999	298	301	352	6	5	4.5	4	6	8	7	6	-999	0	-999	0	0	-999	-999	75	-999	-999	40	47.5	45	60	45	20	50	50
B77	5.415	-999	-999	23.185	-999	10.62	84	90	74	56	82	71	75	81	65	-999	84	90	72.5	56	81	70	74	80	64	-999	-999	36.91	-999	139.37	-999	22.5	-999	13	-999	61.725	4	7	6.5	1	-999	2	5	-999	608	779	658.25	-999	638	677	677	805	764	137	93	91	94	90.75	86	88	98	81	104	97	272.5	289	275.5	292	247	239	284	225.5	-999	60	72.5	-999	75	-999	-999	-999	-999	-999	3	4	0	-999	-999	2	3	4	2	0	1	-999	-999	16	14	10	10	5.5	4	8	7	-999	-999	228	264	160	198	382	388	377	382	325.5	349	383	368.5	11.5	12	9.5	5	10	12	9	12.5	-999	0	-999	0	1	-999	-999	70	45	52.5	55	62.5	25	65	50	40	45	65
B79	-999	-999	-999	29.075	-999	14.385	79	89	73	55	81	71	72	82	75	-999	78	88	71	55	79	69	72	80	77	-999	-999	-999	-999	125.235	-999	-999	-999	-999	-999	-999	15	10	11	5	-999	10	1	-999	651	831	697.75	669	820	728	788	808	856	136	103	106	121	95.25	88	116	99	93	93	111	214	261	229.5	232	256	166	261	255	-999	72.5	67.5	-999	67.5	-999	-999	-999	-999	-999	4	5	0	1	190	1	3	-999	2	-999	2	-999	-999	24	15	16	21	6.5	7	12	5	-999	-999	-999	252	-999	176	294	349.5	339	320	313	298	354	352	12	12.5	12.5	10	9	17	10	11	-999	0	-999	1	1	2	-999	-999	72.5	70	70	72.5	55	75	70	75	65	-999
B84	4.3875	-999	-999	22.8225	-999	15.045	80	-999	76.5	57	81	71	82	83	66	-999	79	107	74.5	57	78	70	81	82	65	-999	-999	35.935	-999	134.0125	-999	22	-999	14.75	-999	63.69	13	7	11	6	-999	5	5	-999	669	607	746.25	768	780	843	796	824	856	-999	74	86	64	73.5	73	82	78	66	92	89	195	118	202	164	265	167	264	224	-999	-999	77.5	-999	75	-999	-999	-999	-999	-999	4	5	0	-999	-999	3	2	-999	1	-999	4	-999	-999	35	34	18	12	6.5	8	15	6	-999	-999	-999	116	-999	188	313	194	303.5	250	344	278	329	305	18	9	9	9	11	12	11	8	-999	0	0	0	1	-999	-999	65	75	70	65	72.5	60	65	60	75	5	85
B97	5.89	0	25	26.32	13	16.1375	74	98	76	55	82	72	76	84	73	-999	74	93	73	54	77	69	72	84	72	-999	36	39.7775	150	147.6975	17	25	11	12.5	55	78.5875	6	7	9	6	-999	4	1	-999	634	806	721.25	700	771	731	754	741	657	148	101	92	101	103	81	93	115	94	101	134	252	254.5	235.5	251	261.5	216	257	270	-999	75	62.5	-999	75	-999	-999	-999	-999	-999	3	5	0	1	262.5	1	2	-999	1	1	3	-999	147	19	27	12	11	6.5	9	10	7	-999	-999	-999	226	180	186	328	316.5	334.5	310	321.5	286	345	374	13	8.5	16	8	9.5	14	12	17	-999	0	-999	0.5	0	2	60	88.75	70	57.5	60	67.5	55	55	50	35	55	55
C103	4.985	-999	-999	25.91	-999	24.03	79	-999	75	-999	89	71	72	-999	73	-999	79	-999	73.5	-999	85	69	71	-999	67	-999	-999	36.605	-999	215.51	-999	33.5	-999	12	-999	78.675	1	0	5	5	-999	0	5	-999	609	-999	692.25	676	-999	-999	754	777	836	186	-999	96	-999	96	77	-999	-999	105	91	94	267	-999	264.5	222	-999	259	326	309	-999	-999	50	-999	60	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	3	-999	-999	-999	0	3	-999	-999	21	-999	12	4.5	-999	8	5	-999	-999	-999	-999	-999	194	368	-999	393	298	-999	371	413	421	10	-999	11	8	-999	13	10	15	-999	0	-999	0	1	-999	-999	77.5	70	50	-999	52.5	40	-999	65	60	50	75
C123	4.6325	0	25	25.075	17	15.8775	82	-999	67.5	54	78	68	67	81	60	-999	79	-999	66	54	78	67	62	79	60	-999	26	36.5125	141	145.3175	23	25.5	12	12.75	56	73.065	4	0	8	6	-999	1	7	-999	655	-999	613	593	715	609	712	693	760	138	-999	85	-999	87.25	73	88	80	90	97	97	219	-999	248.5	200	-999	237	253	281	-999	-999	65	-999	-999	-999	-999	-999	-999	-999	-999	3.5	0	-999	112.5	-999	3	-999	-999	0	1	-999	146	32	31	10	16	6	5	7	7	-999	-999	-999	-999	205	200	316	-999	337	267	-999	317	330	386	19	-999	13.5	10	12	14	14	15	-999	0	-999	0	1	-999	60	81.25	40	52.5	-999	37.5	5	55	37.5	35	45	50
C49A	-999	0	34	27.29	9	14.805	66	84	58	45	72	58	61	70	54	-999	66	80	56.5	45	68	57	59	72	54	-999	35	-999	133	120.665	24	-999	12	12.5	36	-999	12	6	9	6	-999	8	9	-999	490	520	468	385	564	534	474	467	555	115	-999	72	61	62	48	58	64	67	58	96	201	202.5	263.5	188	247	-999	294	255	-999	40	52.5	-999	25	-999	-999	-999	-999	-999	7	5	0	-999	-999	2	2	-999	0	-999	-999	-999	139	23	15	15	19	6	7	10	6	-999	-999	-999	168	-999	-999	278	287.5	327	249	310	-999	346	370	12	10	7	4	7	-999	6	5	-999	0	0	0	0	-999	50	-999	55	72.5	-999	40	30	-999	30	25	50	45
CH701_30	4.4025	-999	-999	21.1375	-999	12.6825	77	89	69	49	75	68	68	78	58	-999	79	85	65.5	48	71	64	64	73	57	-999	-999	35.3375	-999	153.32	-999	31	-999	11.75	-999	74.9425	9	8	10	6	-999	7	7	-999	510	608	644.75	522	727	661	650	691	740	149	93	94	83	96.75	81	84	109	100	98	111	239.5	296	216	217	222	238	230	266	-999	52.5	65	-999	30	-999	-999	-999	-999	-999	6	4.5	0	-999	190	2	3	3	1	-999	2	-999	-999	21	23	12	13	7	7	12	6	-999	-999	212	222	-999	208	325.5	349	300.5	303	303	329	366	390	7	3.5	7	5	6	11	9	9	-999	0	0	0	0	-999	-999	85	55	60	45	40	25	45	50	60	40	55
CH9	-999	-999	-999	23.14	-999	13.31	74	97	71	52	82	66	67	83	61	-999	74	94	67.5	49	79	66	62	77	60	-999	-999	34.8225	-999	112.845	-999	-999	-999	11.5	-999	-999	7	4	9	2	-999	4	6	-999	534	630	594.5	513	698	531	698	628	747	131	84	81	64	87	58	97	85	83	84	81	270	316.5	306.5	258	300	291	278	308	-999	50	52.5	-999	50	-999	-999	-999	-999	-999	4	5.5	0	-999	207.5	1	3	0	0	-999	0	-999	-999	28	24	15	12	6.5	7	12	5	-999	-999	-999	178	-999	188	265.5	317	324.5	263	311	309	327	421	1	1	1.5	1	3	2	3	6	-999	0	0	0	0	-999	-999	-999	35	55	30	30	35	-999	47.5	60	45	20
CI.7	-999	-999	-999	-999	-999	-999	84	-999	78	59	85	76	80	91	72	-999	84	106	77	58	85	75	78	90	70	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	12	5	10	6	-999	13	7	-999	818	982	887.75	696	882	816	752	903	950	188	89	95	76	89	75	87	106	84	98	90	322	340	343	241	-999	282	310	324	-999	80	75	-999	60	-999	-999	-999	-999	-999	3	5	0	-999	-999	3	3	-999	1	-999	2	-999	-999	28	13	-999	21	6.5	8	15	6	-999	-999	-999	366	-999	284	454	432	452	299	-999	391	463	487	12	6	9.5	7	-999	7	9	7	1	0	0	0	0	-999	-999	-999	75	52.5	70	77.5	55	80	75	75	-999	80
CI187_2	4.6525	-999	-999	22.7275	-999	9.6725	87	122	76.5	62	95	76	87	-999	74	-999	87	121	76	59	91	76	82	-999	71	-999	-999	31.3175	-999	116.9775	-999	16.5	-999	12	-999	33.9	1	6	9.5	4	-999	0	1	-999	776	688	736	603	809	720	755	780	-999	123	73	86	86	92	66	92	76	84	97	-999	227	209	184	165	237	247	191	174	-999	50	52.5	-999	60	-999	-999	-999	-999	-999	3	-999	0	-999	-999	2	3	-999	4	3	1	6	-999	18	18	11	14	7	7	9	5	-999	-999	-999	236	152	216	345	339	316	238	361.5	323	353	318	14	16	16.5	14	14	8	19	20	-999	0	0	0	0	-999	-999	32.5	40	55	45	35	25	45	-999	35	-999	40
CI21E	4.455	0	-999	23.635	21	21.515	82	92	78	56	83	71	76	88	69	-999	82	92	76.5	57	81	71	73	87	67	-999	43	37.515	154	172.33	29	18.5	13	14	105	62.31	9	5	9.5	6	-999	3	8	-999	747	843	791.5	692	774	797	845	847	851	155	84	110	96	91.5	80	88	96	101	99	100	318	329	344.5	267	296	297	305	370	-999	57.5	55	-999	55	-999	-999	-999	-999	-999	3	4	0	-999	147.5	2	3	-999	3	2	2	-999	142	23	10	11	20	6	8	13	6	-999	-999	-999	286	260	224	440	428	444.5	321	386.5	395	450	453	9	7	5	5	10	7	9	9	-999	0	-999	0	1	-999	110	85	85	57.5	60	60	55	60	70	60	60	75
CI28A	4.645	-999	-999	24.2225	-999	20.025	84	106	77.5	58	90	74	75	88	71	-999	84	102	74.5	56	88	73	72	86	69	-999	-999	36.81	-999	138.3075	-999	24.25	-999	13.25	-999	68.255	13	9	11.5	6	-999	11	3	-999	710	745	766	666	743	715	758	789	812	127	87	109	97	106.75	94	113	96	107	123	120	223	282.5	277.5	219	294	250	254	239	-999	60	47.5	-999	-999	-999	-999	-999	-999	-999	4	5	0	-999	-999	2	2	-999	2	2	1	2	-999	24	17	19	22	8	8	14	7	-999	-999	-999	228	183	150	301	376	372.5	300	400.5	338	355	349	9	10	10	5	10	9	16	14	-999	0	0	0	0	-999	-999	77.5	65	70	60	60	35	60	70	80	70	-999
CI31A	4.5475	0	28	25.525	11	11.475	87	101	80.5	63	88	75	82	92	71	-999	87	97	79.5	61	82	75	82	89	70	-999	32	37.12	127	122.6575	18	16	11	14	52	46.365	13	5	9.5	5	-999	14	7	-999	663	846	744.5	680	786	770	733	723	786	-999	85	77	92	95.75	89	92	92	89	103	93	272	276.5	269	240	254.5	241	250	248	-999	57.5	67.5	-999	40	-999	-999	-999	-999	-999	2	4.5	1	-999	-999	1	2	-999	2	3	4	2	125	-999	21	-999	20	7	8	13	4	-999	-999	-999	264	216	240	382	397	384.5	318	372	401	363	409	12	16	11.5	15	14	15	12	18	-999	1	-999	0	0	-999	60	52.5	65	52.5	60	80	55	70	45	60	-999	-999
CI3A	5.26	-999	-999	30.15	-999	18.4825	85	-999	77	52	84	76	78	88	69	-999	84	-999	74	51	78	74	77	84	68	-999	-999	45.8075	-999	119.975	-999	20.5	-999	17.5	-999	84.635	3	2	8.5	6	-999	11	8	-999	627	-999	686.25	577	787	649	716	760	826	151	105	101	-999	95	77	88	100	106	103	110	246	-999	228.5	201	178	171	242	201	-999	-999	67.5	-999	75	-999	-999	-999	-999	-999	-999	4.5	0	-999	-999	-999	3	-999	-999	-999	3	-999	-999	32	-999	17	-999	6	5	9	6	-999	-999	-999	-999	-999	176	376	-999	368.5	302	319	306	406	345	14	-999	17	10	13	21	20	14	-999	0	-999	0	0	-999	-999	97.5	70	77.5	-999	72.5	55	70	60	70	75	70
CI64	4.2675	0	34	30.025	24	20.315	84	97	74.5	55	82	74	75	93	72	-999	82	97	76	55	83	75	77	95	72	-999	44	43.9425	160	153.435	17	22	16	19	111	67.9425	11	6	9	6	-999	11	2	-999	671	956	760.75	631	788	835	574	715	868	118	103	95	74	91.75	68	88	93	77	115	98	315	336	312	242	295	310	327	289	-999	65	60	-999	60	-999	-999	-999	-999	-999	2	4.5	0	2	-999	2	4	-999	0	0	0	-999	143	50	29	38	32	6	7	12	5	-999	-999	-999	236	172	207	374	393.5	385.5	284	334	360	367	372	5	6.5	8	4	7	10	9	10	1	0	-999	0	0	2	110	80	60	67.5	65	62.5	50	60	65	50	60	-999
CI66	-999	-999	-999	-999	-999	-999	88	-999	83.5	-999	102	78	82	-999	73	-999	85	121	81	-999	90	76	79	-999	72	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6	3	8	1	-999	1	8	-999	642	390	708	685	642	692	684	713	609	123	-999	89	74	84.25	81	91	72	94	88	95	238	193	230.5	-999	-999	157	221	209	-999	-999	72.5	-999	-999	-999	-999	-999	-999	-999	-999	4	0	-999	215	2	2	1	0	-999	1	1	-999	22	28	13	12	5	2	10	4	-999	-999	220	136	-999	146	293.5	196	283.5	-999	-999	215	299	264	8	2	5	-999	-999	7	4	12	-999	0	0	0.5	0	-999	-999	-999	-999	65	-999	80	55	-999	-999	70	-999	-999
CI90C	-999	-999	-999	22.3825	-999	12.585	86	121	78.5	60	97	75	-999	100	76	-999	84	120	76.5	60	89	74	78	95	74	-999	-999	-999	-999	132.395	-999	-999	-999	-999	-999	-999	15	4	9	6	-999	11	4	-999	754	615	761.75	574	723	782	705	807	748	127	69	82	58	85.25	53	72	84	79	95	92	209	247	237	206	-999	177	216	197	-999	70	70	-999	60	-999	-999	-999	-999	-999	3	6	0	-999	-999	3	3	-999	3	-999	4	-999	-999	34	27	21	21	6.5	2	14	7	-999	-999	-999	320	-999	228	377	417	398	284	-999	309	318	360	16	15	13	5	8	15	17	18	-999	0	0	0.5	1	-999	-999	-999	65	62.5	65	62.5	30	35	75	65	70	-999
CI91B	-999	0	26	24.505	16	13.0775	84	106	75.5	59	81	73	77	-999	71	-999	82	106	74	59	78	71	75	-999	68	-999	38	32.7625	175	149.9775	21	-999	13	-999	50	-999	11	6	8.5	5	-999	1	7	-999	570	590	666.75	-999	631	527	652	682	664	145	94	94	66	90.5	-999	89	77	88	93	103	225.5	217	282	-999	165	215	286	317	-999	-999	55	-999	55	-999	-999	-999	-999	-999	3	4	0	-999	-999	2	2	0	0	-999	0	-999	117	28	24	14	26	6	5	8	5	-999	-999	168	140	-999	134	267.5	256.5	357.5	-999	202	312	369	462	7.5	7.5	10	-999	7	10	7	11	-999	0	0	0	0	-999	-999	-999	40	60	75	52.5	55	60	50	55	60	45
CM105	3.7975	-999	-999	25.9	-999	16.86	66	84	62	45	-999	61	59	74	56	-999	66	81	59.5	45	-999	60	58	74	53	-999	-999	33.135	-999	132.6075	-999	19.25	-999	14	-999	29.9625	14	9	10	4	-999	4	3	-999	619	627	668.5	-999	630	723	638	696	762	124	68.5	79	60	62.25	-999	45	61	61	65	85	227	251.5	147.5	-999	197.5	229	216	201.6666667	-999	67.5	62.5	-999	-999	-999	-999	-999	-999	-999	5	4.5	0	-999	100	1	2	-999	0	0	1	-999	-999	25	17	16	14	7	9	-999	7	-999	-999	-999	126	130	156	284	275	188	-999	237	249	300	261.6666667	6	2	4	-999	4	2	7	5.333333333	-999	0	0	0	0	-999	-999	20	20	57.5	40	50	10	40	35	5	15	35
CM174	-999	-999	-999	26.94	-999	15.895	67	95	60	-999	70	60	61	72	59	-999	67	90	58.5	45	67	59	59	70	59	-999	-999	-999	-999	132.09	-999	-999	-999	-999	-999	-999	13	9	9.5	6	-999	4	7	-999	603	494	634.25	534	709	721.5	627	631	617.3333333	141	-999	62	55	62	41	50	73.5	67	61	74	221	199.5	175.5	196	196	230	222	186	-999	45	55	-999	20	-999	-999	-999	-999	-999	4	4.5	0	-999	152.5	2	2	0	0	0	0	-999	-999	23	18	22	21	6.5	7	8	6	-999	-999	148	128	142	138	266.5	212	211	203	231	287	252	307	6.5	2	3	2	4	8	4	7	-999	0	0	0	0	-999	-999	-999	-999	42.5	-999	10	5	-999	-999	5	10	20
