Genotype,Population,Subpopulation,KRN
Z014E0096,NAMRIL,Z014,16
Z014E0097,NAMRIL,Z014,16.3
Z014E0098,NAMRIL,Z014,15.1
Z014E0099,NAMRIL,Z014,14.9
Z014E0100,NAMRIL,Z014,15.2
Z014E0101,NAMRIL,Z014,16.5
Z014E0102,NAMRIL,Z014,13.2
Z014E0103,NAMRIL,Z014,14.7
Z014E0104,NAMRIL,Z014,12.1
Z014E0105,NAMRIL,Z014,13.9
Z014E0106,NAMRIL,Z014,15.8
Z014E0107,NAMRIL,Z014,14.6
Z014E0108,NAMRIL,Z014,15.9
Z014E0109,NAMRIL,Z014,16.3
Z014E0110,NAMRIL,Z014,12.8
Z014E0111,NAMRIL,Z014,17.9
Z014E0112,NAMRIL,Z014,12.8
Z014E0113,NAMRIL,Z014,14.8
Z014E0114,NAMRIL,Z014,14.4
Z014E0115,NAMRIL,Z014,15.8
Z014E0116,NAMRIL,Z014,15.3
Z014E0117,NAMRIL,Z014,15.3
Z014E0118,NAMRIL,Z014,12.4
Z014E0119,NAMRIL,Z014,13.7
Z014E0120,NAMRIL,Z014,14.5
Z014E0121,NAMRIL,Z014,13.1
Z014E0122,NAMRIL,Z014,14.5
Z014E0123,NAMRIL,Z014,15.6
Z014E0124,NAMRIL,Z014,15.8
Z014E0125,NAMRIL,Z014,14.5
Z014E0126,NAMRIL,Z014,13.7
Z014E0127,NAMRIL,Z014,13.2
Z014E0128,NAMRIL,Z014,15.5
Z014E0129,NAMRIL,Z014,15.6
Z014E0130,NAMRIL,Z014,14.1
Z014E0131,NAMRIL,Z014,14.4
Z014E0132,NAMRIL,Z014,13.3
Z014E0133,NAMRIL,Z014,14.9
Z014E0134,NAMRIL,Z014,13.5
Z014E0135,NAMRIL,Z014,14.4
Z014E0136,NAMRIL,Z014,13.4
Z014E0137,NAMRIL,Z014,10.9
Z014E0138,NAMRIL,Z014,11.8
Z014E0139,NAMRIL,Z014,12.8
Z014E0140,NAMRIL,Z014,12.7
Z014E0142,NAMRIL,Z014,13.2
Z014E0143,NAMRIL,Z014,14.2
Z014E0144,NAMRIL,Z014,12.2
Z014E0145,NAMRIL,Z014,13.9
Z014E0146,NAMRIL,Z014,13.9
Z014E0147,NAMRIL,Z014,14.3
Z014E0148,NAMRIL,Z014,13.8
Z014E0149,NAMRIL,Z014,16.4
Z014E0150,NAMRIL,Z014,12.4
Z014E0151,NAMRIL,Z014,11.5
Z014E0152,NAMRIL,Z014,14.4
Z014E0153,NAMRIL,Z014,14.8
Z014E0154,NAMRIL,Z014,16.6
Z014E0155,NAMRIL,Z014,12.1
Z014E0156,NAMRIL,Z014,12.6
Z014E0157,NAMRIL,Z014,15.5
Z014E0158,NAMRIL,Z014,16.8
Z014E0159,NAMRIL,Z014,17.2
Z014E0160,NAMRIL,Z014,14
Z014E0161,NAMRIL,Z014,14.7
Z014E0162,NAMRIL,Z014,18.2
Z014E0163,NAMRIL,Z014,15.6
Z014E0164,NAMRIL,Z014,14.5
Z014E0165,NAMRIL,Z014,14.4
Z014E0166,NAMRIL,Z014,15.1
Z014E0167,NAMRIL,Z014,15.6
Z014E0168,NAMRIL,Z014,13.4
Z014E0169,NAMRIL,Z014,15.3
Z014E0170,NAMRIL,Z014,13.1
Z014E0172,NAMRIL,Z014,13.9
Z014E0173,NAMRIL,Z014,16
Z014E0174,NAMRIL,Z014,16.1
Z014E0175,NAMRIL,Z014,12.9
Z014E0176,NAMRIL,Z014,15.4
Z014E0177,NAMRIL,Z014,13.7
Z014E0178,NAMRIL,Z014,13.4
Z014E0179,NAMRIL,Z014,13.9
Z014E0180,NAMRIL,Z014,14.8
Z014E0181,NAMRIL,Z014,14.6
Z014E0182,NAMRIL,Z014,13.6
Z014E0183,NAMRIL,Z014,12.5
Z014E0184,NAMRIL,Z014,17.1
Z014E0185,NAMRIL,Z014,12.1
Z014E0186,NAMRIL,Z014,15.1
Z014E0187,NAMRIL,Z014,17.6
Z014E0188,NAMRIL,Z014,16.7
Z014E0189,NAMRIL,Z014,13.2
Z014E0190,NAMRIL,Z014,15.2
Z014E0191,NAMRIL,Z014,12.1
Z014E0192,NAMRIL,Z014,14.7
Z014E0193,NAMRIL,Z014,14
Z014E0194,NAMRIL,Z014,12.8
Z014E0195,NAMRIL,Z014,18
Z014E0196,NAMRIL,Z014,15.5
Z014E0197,NAMRIL,Z014,13.9
Z014E0198,NAMRIL,Z014,12.3
Z014E0199,NAMRIL,Z014,14.9
Z014E0200,NAMRIL,Z014,13.9
Z015E0001,NAMRIL,Z015,13.5
Z015E0002,NAMRIL,Z015,12.6
Z015E0003,NAMRIL,Z015,15.3
Z015E0004,NAMRIL,Z015,12.2
Z015E0005,NAMRIL,Z015,13.6
Z015E0006,NAMRIL,Z015,13.3
Z015E0007,NAMRIL,Z015,13.3
Z015E0008,NAMRIL,Z015,14.9
Z015E0009,NAMRIL,Z015,16.6
Z015E0010,NAMRIL,Z015,12.6
Z015E0011,NAMRIL,Z015,14
Z015E0012,NAMRIL,Z015,14.4
Z015E0013,NAMRIL,Z015,12.5
Z015E0014,NAMRIL,Z015,14.9
Z015E0015,NAMRIL,Z015,14.1
Z015E0016,NAMRIL,Z015,13
Z015E0017,NAMRIL,Z015,14.7
Z015E0019,NAMRIL,Z015,19.2
Z015E0020,NAMRIL,Z015,12.9
Z015E0021,NAMRIL,Z015,16.3
Z015E0022,NAMRIL,Z015,14.6
Z015E0023,NAMRIL,Z015,14.3
Z015E0024,NAMRIL,Z015,15.7
Z015E0027,NAMRIL,Z015,13.8
Z015E0028,NAMRIL,Z015,12.9
Z015E0029,NAMRIL,Z015,15.7
Z015E0030,NAMRIL,Z015,14.3
Z015E0032,NAMRIL,Z015,16.6
Z015E0033,NAMRIL,Z015,13.7
Z015E0034,NAMRIL,Z015,14.3
Z015E0035,NAMRIL,Z015,14.2
Z015E0036,NAMRIL,Z015,12.4
Z015E0037,NAMRIL,Z015,13.8
Z015E0038,NAMRIL,Z015,14.9
Z015E0039,NAMRIL,Z015,13.1
Z015E0040,NAMRIL,Z015,13.8
Z015E0041,NAMRIL,Z015,13.2
Z015E0042,NAMRIL,Z015,15.2
Z015E0043,NAMRIL,Z015,13.5
Z015E0044,NAMRIL,Z015,14.2
Z015E0045,NAMRIL,Z015,15
Z015E0046,NAMRIL,Z015,12.8
Z015E0047,NAMRIL,Z015,15.1
Z015E0048,NAMRIL,Z015,13.2
Z015E0049,NAMRIL,Z015,14.6
Z015E0050,NAMRIL,Z015,12.8
Z015E0051,NAMRIL,Z015,12.4
Z015E0052,NAMRIL,Z015,14.2
Z015E0053,NAMRIL,Z015,16.3
Z015E0054,NAMRIL,Z015,14.1
Z015E0055,NAMRIL,Z015,15
Z015E0056,NAMRIL,Z015,14.8
Z015E0057,NAMRIL,Z015,12.4
Z015E0058,NAMRIL,Z015,16.7
Z015E0059,NAMRIL,Z015,13.3
Z015E0060,NAMRIL,Z015,13.9
Z015E0061,NAMRIL,Z015,12.4
Z015E0062,NAMRIL,Z015,13.9
Z015E0063,NAMRIL,Z015,13.3
Z015E0064,NAMRIL,Z015,14.3
Z015E0065,NAMRIL,Z015,14.1
Z015E0066,NAMRIL,Z015,14.5
Z015E0067,NAMRIL,Z015,13.8
Z015E0068,NAMRIL,Z015,13.5
Z015E0069,NAMRIL,Z015,12.4
Z015E0070,NAMRIL,Z015,14.5
Z015E0071,NAMRIL,Z015,13.2
Z015E0072,NAMRIL,Z015,13.3
Z015E0073,NAMRIL,Z015,13.4
Z015E0074,NAMRIL,Z015,13.6
Z015E0075,NAMRIL,Z015,13.2
Z015E0076,NAMRIL,Z015,16.5
Z015E0077,NAMRIL,Z015,16.6
Z015E0078,NAMRIL,Z015,14.2
Z015E0079,NAMRIL,Z015,12
Z015E0080,NAMRIL,Z015,14.2
Z015E0081,NAMRIL,Z015,14
Z015E0082,NAMRIL,Z015,15.1
Z015E0083,NAMRIL,Z015,15.2
Z015E0084,NAMRIL,Z015,16.7
Z015E0085,NAMRIL,Z015,16.5
Z015E0086,NAMRIL,Z015,14.3
Z015E0088,NAMRIL,Z015,13.3
Z015E0089,NAMRIL,Z015,13.1
Z015E0090,NAMRIL,Z015,14.5
Z015E0091,NAMRIL,Z015,13.7
Z015E0092,NAMRIL,Z015,14.7
Z015E0093,NAMRIL,Z015,13.7
Z015E0094,NAMRIL,Z015,12.4
Z015E0095,NAMRIL,Z015,12.4
Z015E0096,NAMRIL,Z015,14
Z015E0097,NAMRIL,Z015,13.3
Z015E0099,NAMRIL,Z015,14.9
Z015E0100,NAMRIL,Z015,13.1
Z015E0101,NAMRIL,Z015,12.8
Z015E0103,NAMRIL,Z015,13.3
Z015E0104,NAMRIL,Z015,13.5
Z015E0105,NAMRIL,Z015,12.4
Z015E0106,NAMRIL,Z015,12.5
Z015E0107,NAMRIL,Z015,14
Z015E0109,NAMRIL,Z015,11.9
Z015E0110,NAMRIL,Z015,11.7
Z015E0111,NAMRIL,Z015,13.6
Z015E0113,NAMRIL,Z015,14.8
Z015E0114,NAMRIL,Z015,12.1
Z015E0116,NAMRIL,Z015,14.7
Z015E0118,NAMRIL,Z015,14.2
Z015E0119,NAMRIL,Z015,11.8
Z015E0120,NAMRIL,Z015,14.5
Z015E0123,NAMRIL,Z015,15.5
Z015E0124,NAMRIL,Z015,14.8
Z015E0125,NAMRIL,Z015,14.4
Z015E0126,NAMRIL,Z015,14.9
Z015E0127,NAMRIL,Z015,14.1
Z015E0128,NAMRIL,Z015,15.1
Z015E0129,NAMRIL,Z015,13.3
Z015E0130,NAMRIL,Z015,13.8
Z015E0131,NAMRIL,Z015,12.9
Z015E0132,NAMRIL,Z015,16.1
Z015E0133,NAMRIL,Z015,17.9
Z015E0134,NAMRIL,Z015,15.3
Z015E0135,NAMRIL,Z015,14.9
Z015E0136,NAMRIL,Z015,14
Z015E0137,NAMRIL,Z015,14.6
Z015E0138,NAMRIL,Z015,14.4
Z015E0139,NAMRIL,Z015,14.7
Z015E0140,NAMRIL,Z015,13.7
Z015E0141,NAMRIL,Z015,16.5
Z015E0142,NAMRIL,Z015,13.8
Z015E0143,NAMRIL,Z015,12.9
Z015E0144,NAMRIL,Z015,12.3
Z015E0145,NAMRIL,Z015,14
Z015E0146,NAMRIL,Z015,12.5
Z015E0147,NAMRIL,Z015,13
Z015E0148,NAMRIL,Z015,15.5
Z015E0149,NAMRIL,Z015,14.5
Z015E0150,NAMRIL,Z015,15.3
Z015E0151,NAMRIL,Z015,15.7
Z015E0152,NAMRIL,Z015,14.1
Z015E0153,NAMRIL,Z015,14.3
Z015E0154,NAMRIL,Z015,15.3
Z015E0155,NAMRIL,Z015,13
Z015E0156,NAMRIL,Z015,15
Z015E0157,NAMRIL,Z015,12.5
Z015E0158,NAMRIL,Z015,12.4
Z015E0159,NAMRIL,Z015,13.8
Z015E0160,NAMRIL,Z015,14.2
Z015E0161,NAMRIL,Z015,13.3
Z015E0162,NAMRIL,Z015,15.8
Z015E0163,NAMRIL,Z015,15.1
Z015E0164,NAMRIL,Z015,13.9
Z015E0165,NAMRIL,Z015,14.2
Z015E0166,NAMRIL,Z015,14.3
Z015E0167,NAMRIL,Z015,14.7
Z015E0168,NAMRIL,Z015,12.4
Z015E0169,NAMRIL,Z015,15.1
Z015E0170,NAMRIL,Z015,13.3
Z015E0171,NAMRIL,Z015,16.6
Z015E0172,NAMRIL,Z015,13.2
Z015E0173,NAMRIL,Z015,15.1
Z015E0174,NAMRIL,Z015,13.1
Z015E0175,NAMRIL,Z015,17.2
Z015E0176,NAMRIL,Z015,12.9
Z015E0177,NAMRIL,Z015,13.5
Z015E0178,NAMRIL,Z015,13.4
Z015E0179,NAMRIL,Z015,12.8
Z015E0180,NAMRIL,Z015,13.2
Z015E0181,NAMRIL,Z015,13.6
Z015E0182,NAMRIL,Z015,14.6
Z015E0183,NAMRIL,Z015,13.9
Z015E0185,NAMRIL,Z015,14.9
Z015E0186,NAMRIL,Z015,12.2
Z015E0187,NAMRIL,Z015,11.9
Z015E0189,NAMRIL,Z015,13.7
Z015E0190,NAMRIL,Z015,16.6
Z015E0191,NAMRIL,Z015,14
Z015E0192,NAMRIL,Z015,12.8
Z015E0193,NAMRIL,Z015,14.3
Z015E0194,NAMRIL,Z015,11.8
Z015E0195,NAMRIL,Z015,12.2
Z015E0196,NAMRIL,Z015,13
Z015E0197,NAMRIL,Z015,15.1
Z015E0198,NAMRIL,Z015,13
Z015E0199,NAMRIL,Z015,13.8
Z015E0200,NAMRIL,Z015,16.4
Z016E0001,NAMRIL,Z016,13.3
Z016E0002,NAMRIL,Z016,13.9
Z016E0003,NAMRIL,Z016,14.7
Z016E0004,NAMRIL,Z016,15.5
Z016E0005,NAMRIL,Z016,15.7
Z016E0006,NAMRIL,Z016,13.8
Z016E0007,NAMRIL,Z016,13.7
Z016E0008,NAMRIL,Z016,14.4
Z016E0009,NAMRIL,Z016,15.5
Z016E0010,NAMRIL,Z016,14
Z016E0012,NAMRIL,Z016,14.1
Z016E0013,NAMRIL,Z016,16.1
Z016E0014,NAMRIL,Z016,13.6
Z016E0015,NAMRIL,Z016,15.9
Z016E0016,NAMRIL,Z016,12.2
Z016E0017,NAMRIL,Z016,16.4
Z016E0018,NAMRIL,Z016,14.9
Z016E0019,NAMRIL,Z016,13
Z016E0020,NAMRIL,Z016,14.9
Z016E0021,NAMRIL,Z016,15.2
Z016E0022,NAMRIL,Z016,16.6
Z016E0023,NAMRIL,Z016,14
Z016E0024,NAMRIL,Z016,16.7
Z016E0025,NAMRIL,Z016,16.4
Z016E0026,NAMRIL,Z016,14.9
Z016E0027,NAMRIL,Z016,15.8
Z016E0028,NAMRIL,Z016,15.9
Z016E0029,NAMRIL,Z016,14.6
Z016E0030,NAMRIL,Z016,17.2
Z016E0031,NAMRIL,Z016,20.5
Z016E0032,NAMRIL,Z016,13.1
Z016E0033,NAMRIL,Z016,14.9
Z016E0034,NAMRIL,Z016,15.2
Z016E0035,NAMRIL,Z016,15.3
Z016E0036,NAMRIL,Z016,14.5
Z016E0037,NAMRIL,Z016,14.3
Z016E0038,NAMRIL,Z016,15.4
Z016E0039,NAMRIL,Z016,14.4
Z016E0040,NAMRIL,Z016,14.5
Z016E0041,NAMRIL,Z016,13.7
Z016E0042,NAMRIL,Z016,15.6
Z016E0043,NAMRIL,Z016,11.8
Z016E0044,NAMRIL,Z016,18.5
Z016E0046,NAMRIL,Z016,16.2
Z016E0047,NAMRIL,Z016,17.6
Z016E0048,NAMRIL,Z016,14.1
Z016E0049,NAMRIL,Z016,12.9
Z016E0050,NAMRIL,Z016,14.2
Z016E0051,NAMRIL,Z016,15
Z016E0053,NAMRIL,Z016,14.8
Z016E0054,NAMRIL,Z016,14.9
Z016E0055,NAMRIL,Z016,14.1
Z016E0056,NAMRIL,Z016,12.3
Z016E0057,NAMRIL,Z016,16.5
Z016E0058,NAMRIL,Z016,14.7
Z016E0059,NAMRIL,Z016,14.1
Z016E0060,NAMRIL,Z016,15.7
Z016E0061,NAMRIL,Z016,12.8
Z016E0062,NAMRIL,Z016,12.3
Z016E0063,NAMRIL,Z016,13.6
Z016E0064,NAMRIL,Z016,16.9
Z016E0065,NAMRIL,Z016,15.1
Z016E0066,NAMRIL,Z016,12.6
Z016E0067,NAMRIL,Z016,15.8
Z016E0068,NAMRIL,Z016,14.6
Z016E0069,NAMRIL,Z016,15.5
Z016E0070,NAMRIL,Z016,13.9
Z016E0071,NAMRIL,Z016,13.5
Z016E0072,NAMRIL,Z016,14.2
Z016E0073,NAMRIL,Z016,14
Z016E0074,NAMRIL,Z016,18.8
Z016E0075,NAMRIL,Z016,12.6
Z016E0076,NAMRIL,Z016,13.8
Z016E0077,NAMRIL,Z016,13.5
Z016E0078,NAMRIL,Z016,15.2
Z016E0079,NAMRIL,Z016,15
Z016E0080,NAMRIL,Z016,14.5
Z016E0081,NAMRIL,Z016,14.7
Z016E0082,NAMRIL,Z016,12.2
Z016E0083,NAMRIL,Z016,17
Z016E0084,NAMRIL,Z016,12.3
Z016E0085,NAMRIL,Z016,17.2
Z016E0086,NAMRIL,Z016,16.5
Z016E0087,NAMRIL,Z016,14.8
Z016E0088,NAMRIL,Z016,14.7
Z016E0089,NAMRIL,Z016,13.4
Z016E0090,NAMRIL,Z016,16.1
Z016E0091,NAMRIL,Z016,16.5
Z016E0092,NAMRIL,Z016,14.2
Z016E0093,NAMRIL,Z016,12.6
Z016E0094,NAMRIL,Z016,14
Z016E0095,NAMRIL,Z016,16.9
Z016E0096,NAMRIL,Z016,17.5
Z016E0097,NAMRIL,Z016,16.4
Z016E0098,NAMRIL,Z016,16.1
Z016E0099,NAMRIL,Z016,12.8
Z016E0100,NAMRIL,Z016,16
Z016E0102,NAMRIL,Z016,16.9
Z016E0103,NAMRIL,Z016,14.6
Z016E0104,NAMRIL,Z016,14.1
Z016E0105,NAMRIL,Z016,17.7
Z016E0106,NAMRIL,Z016,12.4
Z016E0107,NAMRIL,Z016,13
Z016E0108,NAMRIL,Z016,17
Z016E0109,NAMRIL,Z016,15.8
Z016E0110,NAMRIL,Z016,16.7
Z016E0111,NAMRIL,Z016,13
Z016E0112,NAMRIL,Z016,16.3
Z016E0113,NAMRIL,Z016,14.2
Z016E0115,NAMRIL,Z016,14.7
Z016E0116,NAMRIL,Z016,14.9
Z016E0117,NAMRIL,Z016,14.9
Z016E0118,NAMRIL,Z016,16.7
Z016E0119,NAMRIL,Z016,16.4
Z016E0120,NAMRIL,Z016,14
Z016E0121,NAMRIL,Z016,15.2
Z016E0122,NAMRIL,Z016,14.2
Z016E0123,NAMRIL,Z016,14.3
Z016E0124,NAMRIL,Z016,13.8
Z016E0125,NAMRIL,Z016,15.1
Z016E0126,NAMRIL,Z016,16.3
Z016E0127,NAMRIL,Z016,18
Z016E0128,NAMRIL,Z016,14.9
Z016E0129,NAMRIL,Z016,12.9
Z016E0130,NAMRIL,Z016,12.9
Z016E0131,NAMRIL,Z016,15.5
Z016E0132,NAMRIL,Z016,15.2
Z016E0133,NAMRIL,Z016,15.2
Z016E0134,NAMRIL,Z016,13.4
Z016E0135,NAMRIL,Z016,16.1
Z016E0136,NAMRIL,Z016,13.9
Z016E0137,NAMRIL,Z016,13.8
Z016E0138,NAMRIL,Z016,17.6
Z016E0139,NAMRIL,Z016,15.4
Z016E0140,NAMRIL,Z016,14.9
Z016E0141,NAMRIL,Z016,13.5
Z016E0142,NAMRIL,Z016,13
Z016E0143,NAMRIL,Z016,13.4
Z016E0144,NAMRIL,Z016,18.7
Z016E0145,NAMRIL,Z016,13
Z016E0146,NAMRIL,Z016,15.1
Z016E0147,NAMRIL,Z016,16.7
Z016E0148,NAMRIL,Z016,14.1
Z016E0149,NAMRIL,Z016,14.2
Z016E0150,NAMRIL,Z016,17.3
Z016E0151,NAMRIL,Z016,15.9
Z016E0152,NAMRIL,Z016,17.4
Z016E0153,NAMRIL,Z016,12.2
Z016E0154,NAMRIL,Z016,18.6
Z016E0155,NAMRIL,Z016,13.1
Z016E0156,NAMRIL,Z016,13.1
Z016E0157,NAMRIL,Z016,13.3
Z016E0158,NAMRIL,Z016,13.8
Z016E0159,NAMRIL,Z016,15.5
Z016E0160,NAMRIL,Z016,13.4
Z016E0161,NAMRIL,Z016,15.8
Z016E0162,NAMRIL,Z016,16.1
Z016E0163,NAMRIL,Z016,15.4
Z016E0164,NAMRIL,Z016,13.7
Z016E0165,NAMRIL,Z016,14.8
Z016E0166,NAMRIL,Z016,13.4
Z016E0167,NAMRIL,Z016,12.9
Z016E0168,NAMRIL,Z016,15.9
Z016E0169,NAMRIL,Z016,15.5
Z016E0170,NAMRIL,Z016,13.5
Z016E0171,NAMRIL,Z016,15.9
Z016E0172,NAMRIL,Z016,13.6
Z016E0173,NAMRIL,Z016,15.3
Z016E0174,NAMRIL,Z016,17.5
Z016E0175,NAMRIL,Z016,13.4
Z016E0176,NAMRIL,Z016,17.8
Z016E0177,NAMRIL,Z016,16.3
Z016E0178,NAMRIL,Z016,14.5
Z016E0180,NAMRIL,Z016,16
Z016E0181,NAMRIL,Z016,13.6
Z016E0182,NAMRIL,Z016,14.2
Z016E0183,NAMRIL,Z016,12.5
Z016E0184,NAMRIL,Z016,13.8
Z016E0185,NAMRIL,Z016,16.3
Z016E0186,NAMRIL,Z016,17.5
Z016E0187,NAMRIL,Z016,14.6
Z016E0188,NAMRIL,Z016,14
Z016E0189,NAMRIL,Z016,13.2
Z016E0190,NAMRIL,Z016,12
Z016E0191,NAMRIL,Z016,14.8
Z016E0192,NAMRIL,Z016,16.4
Z016E0193,NAMRIL,Z016,16.7
Z016E0194,NAMRIL,Z016,12.4
Z016E0195,NAMRIL,Z016,15.4
Z016E0196,NAMRIL,Z016,16.5
Z016E0197,NAMRIL,Z016,15.8
Z016E0198,NAMRIL,Z016,14.8
Z016E0199,NAMRIL,Z016,14.6
Z016E0200,NAMRIL,Z016,13.7
Z017E0001,NAMRIL,Z017,15.7
Z017E0002,NAMRIL,Z017,10
Z017E0003,NAMRIL,Z017,11.9
Z017E0004,NAMRIL,Z017,14.6
Z017E0005,NAMRIL,Z017,15.3
Z017E0006,NAMRIL,Z017,13.6
Z017E0007,NAMRIL,Z017,13.8
Z017E0008,NAMRIL,Z017,13.3
Z017E0009,NAMRIL,Z017,12.9
Z017E0010,NAMRIL,Z017,12.7
Z017E0011,NAMRIL,Z017,13.1
Z017E0012,NAMRIL,Z017,13.6
Z017E0013,NAMRIL,Z017,11.7
Z017E0014,NAMRIL,Z017,11.4
Z017E0015,NAMRIL,Z017,13.7
Z017E0016,NAMRIL,Z017,11
Z017E0017,NAMRIL,Z017,12.5
Z017E0018,NAMRIL,Z017,13.7
Z017E0019,NAMRIL,Z017,14.2
Z017E0020,NAMRIL,Z017,12.7
Z017E0021,NAMRIL,Z017,11.7
Z017E0022,NAMRIL,Z017,14
Z017E0023,NAMRIL,Z017,16
Z017E0024,NAMRIL,Z017,13.5
Z017E0025,NAMRIL,Z017,12.4
Z017E0026,NAMRIL,Z017,12
Z017E0027,NAMRIL,Z017,12.5
Z017E0028,NAMRIL,Z017,13.8
Z017E0029,NAMRIL,Z017,15.6
Z017E0030,NAMRIL,Z017,12.8
Z017E0031,NAMRIL,Z017,12.7
Z017E0032,NAMRIL,Z017,12.6
Z017E0033,NAMRIL,Z017,14.3
Z017E0034,NAMRIL,Z017,14.8
Z017E0035,NAMRIL,Z017,13
Z017E0036,NAMRIL,Z017,11.8
Z017E0037,NAMRIL,Z017,16.7
Z017E0038,NAMRIL,Z017,13.8
Z017E0039,NAMRIL,Z017,11.2
Z017E0040,NAMRIL,Z017,13
Z017E0041,NAMRIL,Z017,12.3
Z017E0042,NAMRIL,Z017,15.1
Z017E0043,NAMRIL,Z017,12.6
Z017E0044,NAMRIL,Z017,14.7
Z017E0045,NAMRIL,Z017,12.2
Z017E0046,NAMRIL,Z017,14.1
Z017E0047,NAMRIL,Z017,12.2
Z017E0048,NAMRIL,Z017,10.8
Z017E0049,NAMRIL,Z017,13.2
Z017E0050,NAMRIL,Z017,14.9
Z017E0051,NAMRIL,Z017,16.6
Z017E0052,NAMRIL,Z017,16.4
Z017E0053,NAMRIL,Z017,14.7
Z017E0054,NAMRIL,Z017,12.8
Z017E0055,NAMRIL,Z017,16.7
Z017E0056,NAMRIL,Z017,18.4
Z017E0057,NAMRIL,Z017,13.3
Z017E0058,NAMRIL,Z017,14.1
Z017E0059,NAMRIL,Z017,15.8
Z017E0060,NAMRIL,Z017,14.3
Z017E0061,NAMRIL,Z017,15.2
Z017E0062,NAMRIL,Z017,11.9
Z017E0063,NAMRIL,Z017,14.9
Z017E0064,NAMRIL,Z017,14.5
Z017E0065,NAMRIL,Z017,15.2
Z017E0066,NAMRIL,Z017,14.3
Z017E0067,NAMRIL,Z017,14.7
Z017E0068,NAMRIL,Z017,14.6
Z017E0069,NAMRIL,Z017,11.6
Z017E0070,NAMRIL,Z017,16.8
Z017E0071,NAMRIL,Z017,15.7
Z017E0072,NAMRIL,Z017,13.2
Z017E0073,NAMRIL,Z017,13.3
Z017E0074,NAMRIL,Z017,13
Z017E0075,NAMRIL,Z017,13.9
Z017E0076,NAMRIL,Z017,12.7
Z017E0077,NAMRIL,Z017,13.9
Z017E0078,NAMRIL,Z017,12.2
Z017E0079,NAMRIL,Z017,13.9
Z017E0080,NAMRIL,Z017,12.1
Z017E0081,NAMRIL,Z017,14.9
Z017E0082,NAMRIL,Z017,12.9
Z017E0083,NAMRIL,Z017,12.5
Z017E0084,NAMRIL,Z017,13.2
Z017E0085,NAMRIL,Z017,12.2
Z017E0086,NAMRIL,Z017,14.1
Z017E0087,NAMRIL,Z017,14.9
Z017E0088,NAMRIL,Z017,12.9
Z017E0089,NAMRIL,Z017,13.1
Z017E0090,NAMRIL,Z017,14.3
Z017E0091,NAMRIL,Z017,11.7
Z017E0092,NAMRIL,Z017,14.6
Z017E0093,NAMRIL,Z017,14.1
Z017E0094,NAMRIL,Z017,12.1
Z017E0095,NAMRIL,Z017,12.2
Z017E0096,NAMRIL,Z017,13.9
Z017E0097,NAMRIL,Z017,15.1
Z017E0098,NAMRIL,Z017,12.2
Z017E0099,NAMRIL,Z017,16.8
Z017E0100,NAMRIL,Z017,11.4
Z017E0101,NAMRIL,Z017,15.3
Z017E0102,NAMRIL,Z017,11.8
Z017E0103,NAMRIL,Z017,13.4
Z017E0104,NAMRIL,Z017,13.5
Z017E0105,NAMRIL,Z017,13.6
Z017E0106,NAMRIL,Z017,14.5
Z017E0107,NAMRIL,Z017,12.8
Z017E0109,NAMRIL,Z017,10.6
Z017E0110,NAMRIL,Z017,12.2
Z017E0111,NAMRIL,Z017,14.2
Z017E0112,NAMRIL,Z017,13.6
Z017E0113,NAMRIL,Z017,12.3
Z017E0114,NAMRIL,Z017,12.2
Z017E0115,NAMRIL,Z017,12.7
Z017E0116,NAMRIL,Z017,13.4
Z017E0117,NAMRIL,Z017,12.6
Z017E0118,NAMRIL,Z017,15.2
Z017E0119,NAMRIL,Z017,12.7
Z017E0120,NAMRIL,Z017,12.6
Z017E0122,NAMRIL,Z017,11.9
Z017E0123,NAMRIL,Z017,13
Z017E0124,NAMRIL,Z017,12.2
Z017E0126,NAMRIL,Z017,14.1
Z017E0127,NAMRIL,Z017,13.1
Z017E0128,NAMRIL,Z017,14.1
Z017E0129,NAMRIL,Z017,13
Z017E0130,NAMRIL,Z017,12.8
Z017E0131,NAMRIL,Z017,14.5
Z017E0132,NAMRIL,Z017,12.9
Z017E0133,NAMRIL,Z017,14.2
Z017E0134,NAMRIL,Z017,14.6
Z017E0135,NAMRIL,Z017,11.3
Z017E0136,NAMRIL,Z017,13.2
Z017E0137,NAMRIL,Z017,15.7
Z017E0138,NAMRIL,Z017,13.2
Z017E0139,NAMRIL,Z017,15.2
Z017E0141,NAMRIL,Z017,14.8
Z017E0142,NAMRIL,Z017,13.8
Z017E0143,NAMRIL,Z017,14.8
Z017E0144,NAMRIL,Z017,13.6
Z017E0145,NAMRIL,Z017,12.2
Z017E0146,NAMRIL,Z017,18.5
Z017E0147,NAMRIL,Z017,16.3
Z017E0148,NAMRIL,Z017,11.1
Z017E0150,NAMRIL,Z017,10.8
Z017E0152,NAMRIL,Z017,16.5
Z017E0153,NAMRIL,Z017,13.9
Z017E0154,NAMRIL,Z017,13.8
Z017E0155,NAMRIL,Z017,13
Z017E0156,NAMRIL,Z017,14.7
Z017E0157,NAMRIL,Z017,14.7
Z017E0158,NAMRIL,Z017,12.4
Z017E0159,NAMRIL,Z017,12.8
Z017E0160,NAMRIL,Z017,12.7
Z017E0161,NAMRIL,Z017,12.4
Z017E0162,NAMRIL,Z017,14.6
Z017E0163,NAMRIL,Z017,15.8
Z017E0164,NAMRIL,Z017,13.3
